song_id,name,artist,modify_times,num_beats_per_measure,num_quavers_per_beat,time_signature,time,human_labeled_bars_1,human_labeled_bars_2
109,他还是不懂,SHE,1,2,2,4/4,246.423828125,64,64
110,以后别做朋友,周兴哲,3,2,2,4/4,256.138450475,68,68
111,以后的以后,庄心妍,8,2,2,4/4,295.5219505708334,75,75
112,会呼吸的痛,梁静茹,2,2,2,4/4,271.21388793333335,61,61
113,会痛的石头,萧敬腾,4,2,2,4/4,286.06394599583336,90,90
114,传奇,李健,2,2,2,4/4,333.93032788749997,74,74
115,伤了心的女人怎么了,刘涛,4,2,2,4/4,273.73159799583334,89,89
116,伤心1999,王杰,1,2,2,4/4,216.23048164166667,50,51
117,伤心城市,云菲菲,2,2,2,4/4,259.5294725333334,70,70
118,伤心太平洋,任贤齐,3,2,2,4/4,258.8168818145834,79,79
119,伤心泪,陈星,4,2,2,4/4,271.12823312916663,71,71
120,伤心的时候可以听情歌,欢子,3,2,2,4/4,279.50486524375003,53,54
121,伤心的站台,安东阳,3,2,2,4/4,320.48932505,92,92
122,伤河,李雨儿,4,2,2,4/4,247.14796713750002,70,71
123,何必在一起,张杰,2,2,2,4/4,271.5107161916667,63,64
124,何日君再来,邓丽君,2,2,2,4/4,170.58780690208334,64,64
125,何时了却这牵挂,晨熙,1,2,2,4/4,265.76639500000005,89,88
126,你一定要幸福,何洁,1,2,2,4/4,308.43830852916665,90,90
127,你不知道的事,王力宏,1,2,2,4/4,272.04914978749997,97,97
128,你会爱我到什么时候,陶钰玉,1,2,2,4/4,236.03651152083336,57,57
129,你到底有没有爱过我,蓝波,1,2,2,4/4,239.5016573375,109,109
130,你到底爱谁,刘嘉亮,1,2,2,4/4,251.470035,69,69
131,你就不要想起我,田馥甄,2,2,2,4/4,273.04022670833336,62,62
132,你快回来,孙楠,2,2,2,4/4,258.5240717625,70,70
133,你怎么舍得我难过,黄品源,1,2,2,4/4,290.43256627291663,81,80
134,你是我的玫瑰花,庞龙,3,2,2,4/4,223.10535663958333,88,89
135,你曾是少年,S.H.E,1,2,2,4/4,282.4114627666666,83,83
136,你潇洒我漂亮,韩宝仪,1,2,2,4/4,202.08454764791668,73,73
137,你爱我像谁,张卫健,2,2,2,4/4,273.07763339791666,71,72
138,你牛什么牛,唐古,1,2,2,4/4,206.9137678479167,110,112
139,你的样子,林志炫,1,2,2,4/4,258.3975666708333,71,71
140,你的甜蜜,范晓萱,3,2,2,4/4,225.99177468958334,110,111
141,你的眼神,蔡琴,1,2,2,4/4,242.89154454375,79,79
142,你的眼角流着我的泪,曹越,2,2,2,4/4,264.6369855208333,74,74
143,你的过去我不介意,唐古,2,2,2,4/4,239.12051430000002,114,114
144,你的选择,易欣,5,2,2,4/4,239.55401245000002,67,67
145,你知道我在等你吗,白百何,1,2,2,4/4,156.19853053125,42,42
146,你究竟有几个好妹妹,孟庭苇,1,2,2,4/4,315.0217068208334,95,95
147,你要的不是我,林俊杰,2,2,2,4/4,250.20165075,64,64
148,你还要我怎样,薛之谦,3,2,2,4/4,308.5638020833333,120,120
149,修炼爱情,林俊杰,2,2,2,4/4,283.9952909708333,78,78
150,倒带,蔡依林,3,2,2,4/4,257.28077107083334,68,68
151,借,毛不易,2,2,2,4/4,215.2,67,67
152,假如爱有天意,李健,2,3,2,3/4,302.601970125,184,182
153,假情真爱,阿华,1,2,2,4/4,234.89063642916665,89,89
154,假装,陈雪凝,2,2,2,4/4,262.0737057895833,103,104
155,偏爱,张芸京,1,2,2,4/4,206.571222,60,60
156,做你的爱人,饶天亮,2,2,2,4/4,277.8333333333333,110,110
157,做你的雪莲,艾歌,4,2,2,4/4,254.76125,105,105
158,偿还,邓丽君,1,2,2,4/4,225.78248745208333,100,100
159,催眠,王菲,4,2,2,4/4,265.1844675125,101,102
160,傻子,林宥嘉,3,2,2,4/4,209.6520339375,67,67
161,像我这样的人,毛不易,2,2,2,4/4,169.02622094583333,42,42
162,像梦一样自由,汪峰,3,2,2,4/4,228.741238075,79,79
163,像风一样自由,许巍,1,2,2,4/4,219.49970001666665,82,82
164,儿歌,张悬,2,2,2,4/4,181.65989763125,40,41
165,儿行千里,刘和刚,1,2,2,4/4,290.3518228166667,61,61
166,兄弟 想你了,姜鹏,1,2,2,4/4,220.6372793625,80,80
167,兄弟干杯,庞龙,1,2,2,4/4,242.8811236541667,77,77
168,兄弟抱一下,庞龙,2,2,2,4/4,262.54175855625,87,87
169,光,陈粒,2,2,2,4/4,140.838164875,48,48
170,光年之外,邓紫棋,1,2,2,4/4,230.55391579166667,83,85
171,光阴的故事,罗大佑,1,2,3,6/8,203.96180203125002,56,56
172,克卜勒,孙燕姿,1,2,2,4/4,253.81905035416668,62,62
173,关不上的窗,周传雄,2,3,2,3/4,286.6583520666667,113,112
174,关于郑州的记忆,李志,2,2,2,4/4,216.5497080625,65,65
175,其实,薛之谦,2,2,2,4/4,242.06793991875003,55,55
176,其实你不懂我的心,童安格,4,3,2,3/4,192.96103637500002,97,97
177,其实都没有,杨宗纬,1,2,2,4/4,223.37720434166667,61,62
178,再回到从前,张镐哲,1,2,2,4/4,255.08020115833347,75,75
179,再见,张震岳,1,2,2,4/4,179.13610065208334,91,92
180,最初的梦想,范玮琪,2,2,2,4/4,293.1503869625,99,99
181,最初的记忆,徐佳莹,2,2,2,4/4,247.8195886,69,69
182,最后一个情人,赵真,3,2,2,4/4,276.3848803020834,66,66
183,最后一首情歌,苏琛,2,2,2,4/4,229.4558711875,67,68
184,最幸福的人,曾春年,2,2,2,4/4,272.7147622875,64,63
185,最浪漫的事,赵咏华,4,2,2,4/4,261.89989321666667,119,119
186,最熟悉的陌生人,萧亚轩,1,2,2,4/4,261.6948323333333,64,64
187,最真的梦,孙露,2,2,2,4/4,236.78854166666667,114,114
188,最美情侣,白小白,2,2,2,4/4,238.447488825,108,108
189,最美的光,尚琪祺,1,2,2,4/4,241.3979728875,68,68
190,最美的太阳,张杰,2,2,2,4/4,249.64333333333335,77,78
191,最美的情缘,魏新雨,2,2,2,4/4,249.78790376666666,65,68
192,最远的你是我最近的爱,金悦,3,2,2,4/4,265.4269451958333,71,70
193,最重要的决定,范玮琪,1,2,2,4/4,234.546499725,70,70
194,最长的电影,周杰伦,2,2,2,4/4,228.65735848333333,106,106
195,军中绿花,小曾,1,2,2,4/4,236.16709433541675,96,96
196,冲动的惩罚,刀郎,3,2,2,4/4,471.15,196,195
197,冻结,林俊杰,2,2,2,4/4,280.74180531875,143,142
198,凡人歌,李宗盛,3,2,2,4/4,226.02806121875,121,121
199,出卖,简弘亦,2,2,2,4/4,154.6464383166667,35,35
200,刀剑如梦,董贞,4,2,2,4/4,219.39895833333333,104,104
201,分手在那个秋天,浩瀚,2,2,2,4/4,228.25411076875,84,84
202,刚好遇见你,李玉刚,1,2,2,4/4,190.8155143125,57,58
203,初爱【原版】,杨宗纬,2,3,2,3/4,225.11354166666666,150,150
204,别再说,孙露,2,2,2,4/4,301.50515229166666,121,121
205,别哭我最爱的人,郑智化,2,2,2,4/4,205.80711719166666,102,102
206,别找我麻烦,蔡健雅,2,2,2,4/4,242.012151675,90,91
207,别说我的眼泪你无所谓,郑源,1,2,2,4/4,277.0485865875,125,125
208,前门情思大碗茶,杭天琪,3,2,2,4/4,271.05612506875013,137,139
209,剪爱,张惠妹,2,2,2,4/4,275.7783973645833,150,150
210,勇气,梁静茹,2,2,2,4/4,231.5215974541666,110,110
211,勉为其难,王冕,5,2,2,4/4,244.52370185833334,122,125
212,勿忘你,高安,2,2,2,4/4,288.29646091458335,98,98
213,勿忘心安,张杰,2,2,2,4/4,251.1855224833334,130,130
214,包容,郑源,4,2,2,4/4,257.65210896875,147,147
215,匆匆那年,王菲,1,3,2,3/4,235.3291015625,168,168
216,化身孤岛的鲸,周深,3,2,2,4/4,267.60292808124996,122,122
217,十一年,邱永传,2,2,2,4/4,243.378125,79,79
218,十七岁的雨季,林志颖,4,2,2,4/4,308.88461334166664,86,85
219,十五的月亮,董文华,2,2,2,4/4,171.98116349999995,37,37
220,十年,陈奕迅,2,2,2,4/4,196.29778550625,101,101
221,千年等一回,高胜美,1,2,2,4/4,207.36099283749996,93,93
222,千言万语,邓丽君,1,2,2,4/4,210.70260225,66,67
223,半城烟沙,许嵩,1,2,2,4/4,290.5903041416667,140,140
224,半岛铁盒,周杰伦,1,2,2,4/4,312.33036675625,77,77
225,半情歌,元若蓝,1,2,2,4/4,297.87360127916673,93,93
226,卓玛,亚东,2,2,2,4/4,286.0604906,69,65
227,南山南,马頔,3,2,2,4/4,258.9081132250001,71,71
228,南方姑娘,江智民,2,2,2,4/4,317.22074980208333,150,151
229,卷珠帘,霍尊,2,2,2,4/4,163.59447344375002,68,72
230,历史的天空,毛阿敏,2,2,2,4/4,190.86532554166666,58,58
231,原来你也在这里,刘若英,2,3,2,3/4,209.0530316875,128,125
232,原来你什么都不要,张惠妹,3,2,2,4/4,281.6962996458332,123,129
233,原谅,张玉华,2,2,2,4/4,253.60904800000006,74,75
234,原谅我一次,欢子,1,2,2,4/4,276.012919,137,137
235,去大理,郝云,2,2,2,4/4,225.90347442291667,57,57
236,发如雪,周杰伦,1,2,2,4/4,293.18620741041667,127,128
237,受了点伤,阿桑,1,2,2,4/4,278.7713608916667,75,77
238,只要你过得比我好,钟镇涛,1,2,2,4/4,270.2560303145834,87,87
239,可乐,赵浴辰,3,2,2,4/4,343.5997033208335,91,91
240,可念不可说,崔子格,1,2,2,4/4,280.29956568750003,139,139
241,向天再借五百年,韩磊,3,2,2,4/4,188.60672609166667,44,44
242,听海,张学友,4,2,2,4/4,273.19817004375005,69,69
243,听说爱情回来过,杨宗纬,2,2,2,4/4,189.26007316249996,83,83
244,吻和泪,周子寒,2,2,2,4/4,305.32706113125005,76,76
245,味道,辛晓琪,2,2,2,4/4,230.73486469999997,83,83
246,命运不是辘轳,李娜,1,2,2,4/4,185.90894474999993,102,102
247,和你一样,李宇春,2,2,2,4/4,367.76520927083357,105,104
248,咖喱咖喱,叶洛洛,1,2,2,4/4,154.98765118125,87,88
249,哥有老婆,纪晓斌,1,2,2,4/4,236.19656535000001,109,109
250,哭砂,张惠妹,2,2,2,4/4,367.047252,187,190
251,唐人,孙子涵,1,2,2,4/4,225.27083333333334,105,106
252,唯一,王力宏,2,2,2,4/4,255.76480725,131,131
253,喜剧之王,李荣浩,1,2,2,4/4,253.465655625,67,67
254,喜欢你,徐佳莹,1,3,2,3/4,251.18860490208334,154,152
255,嘴巴嘟嘟,刘子璇,2,2,2,4/4,242.51893426041667,83,84
256,囚鸟,彭羚,2,2,2,4/4,278.5977991375,59,59
257,四季歌,邓丽君,3,2,2,4/4,145.29940293125003,74,74
258,回忆那么伤,孙子涵,2,2,2,4/4,234.40096404583335,103,104
259,回忆里的那个人,李行亮,3,2,2,4/4,223.67916666666667,110,110
260,因为你爱上他,蒋雪儿,4,2,2,4/4,290.2885416666667,143,142
261,因为爱所以爱,谢霆锋,2,2,2,4/4,253.94371835625,141,140
262,在心里从此永远有个你,办桌二人组,2,2,2,4/4,258.70304503125004,94,94
263,在梦中,彭丽丽,1,2,2,4/4,282.81638385,104,104
264,在此刻,韩磊,1,2,2,4/4,220.09775166666668,73,74
265,在深秋,阿悄,2,2,2,4/4,289.897867325,116,116
266,在那遥远的地方,王洛宾,5,2,2,4/4,255.4355543625,95,95
267,夏洛特烦恼,金志文,5,2,2,4/4,187.636348,37,37
268,外愈,任然,2,2,2,4/4,208.79166666666666,51,51
269,外面的世界,齐秦,3,2,2,4/4,313.05022200208333,92,92
270,多情人都把灵魂给了谁,李翊君,1,2,2,4/4,284.78859,79,79
271,多想做你最爱的人,望海高歌,2,2,2,4/4,259.0926463125,77,78
272,多想留在你身边,刘增瞳,2,2,2,4/4,205.84911265,62,62
273,夜深人静更想你,望海高歌,4,2,2,4/4,260.594334,78,80
274,夜空中最亮的星,逃跑计划,4,2,2,4/4,248.52245228333334,107,107
275,夜车,曾轶可,2,2,2,4/4,189.47193282083333,52,52
276,大哥,柯受良,2,2,2,4/4,267.6173616,69,69
277,大海,张雨生,3,2,2,4/4,272.23258353750003,97,96
278,大王叫我来巡山【万万没想到】,赵英俊,4,2,2,4/4,236.6575014375,113,113
279,大鱼,周深,4,2,2,4/4,310.6264750875,84,84
280,天之大,毛阿敏,3,3,2,3/4,280.9484742833333,136,135
281,天亮了,韩红,2,2,2,4/4,213.28412169166668,61,61
282,天使,五月天,4,2,2,4/4,242.98777476041664,72,72
283,天使的翅膀,安琥,1,2,2,4/4,214.29032625000002,65,65
284,天在下雨我在想你,祁隆,3,2,2,4/4,255.33443115625002,101,101
285,天意,刘德华,4,2,2,4/4,262.9736861625,72,72
286,天边,布仁巴雅尔,3,2,2,4/4,272.754110325,62,62
287,天高地厚,信乐团,3,2,2,4/4,295.74958595000004,84,85
288,太多,陈冠蒲,1,2,2,4/4,247.98513168333335,105,105
289,太想爱你,张信哲,1,2,2,4/4,279.0846931375,72,72
290,太早,刘允乐,2,2,2,4/4,222.070341275,63,63
291,你走吧,周艳泓,2,2,2,4/4,220.92160116666668,84,84
292,夜曲,周杰伦,2,2,2,4/4,223.62638087500002,80,80
293,女人心,陈瑞,3,2,2,4/4,244.63955325,58,58
294,女儿情,吴静,1,2,2,4/4,269.23544505,75,75
295,她的背影,王杰,2,2,2,4/4,295.8329227375,84,84
296,好不容易,张靓颖,2,2,2,4/4,228.2227082541667,52,52
297,好人一生平安,李娜,2,2,2,4/4,251.26811433333333,68,68
298,好听,许茹芸,2,2,2,4/4,213.61994861041666,85,85
299,好想好想,古巨基,2,2,2,4/4,205.7778663375,49,49
300,好男人,张镐哲,3,2,2,4/4,296.23815052708335,83,83
301,如果你也听说,张惠妹,4,2,2,4/4,294.51067639791665,71,71
302,如果你是我的传说,刘德华,1,2,2,4/4,277.5657938625,80,80
303,如果当时,许嵩,1,2,2,4/4,308.45696951250005,94,94
304,如果爱下去,张靓颖,8,2,2,4/4,210.32374484375,47,48
305,如果这就是爱情,张靓颖,3,2,2,4/4,280.6000857604167,86,86
306,如果这都不算爱,张学友,2,2,2,4/4,201.57564630000002,97,96
307,妈妈,祁隆,1,3,2,3/4,253.88059051875,137,136
308,妈妈的吻,卓依婷,3,2,2,4/4,149.98170985625,38,38
309,姐姐,贾盛强,2,2,2,4/4,240.35589081666666,116,117
310,姐姐妹妹站起来,陶晶莹,1,2,2,4/4,239.32395833333334,105,106
311,孟婆的碗,魏佳艺,2,2,3,6/8,277.076171875,68,68
312,孤单北半球,欧得洋,1,2,2,4/4,238.6395663375,96,96
313,孤单坠爱,庄心妍,3,2,2,4/4,226.62881318333334,57,57
314,孤枕难眠,周华健,1,2,2,4/4,240.7118805,65,65
315,学不会,林俊杰,2,2,2,4/4,221.34252797083332,54,54
316,宁夏,梁静茹,2,2,2,4/4,196.9934971395833,64,64
317,安和桥,宋冬野,1,2,2,4/4,244.67256718750002,63,63
318,安眠药,张禄籴,2,2,2,4/4,188.42174553333336,50,50
319,安静了,S.H.E,1,2,2,4/4,265.2890641458333,73,73
320,宝贝,张悬,3,2,2,4/4,141.5210145125,69,70
321,容易受伤的女人,邝美云,1,2,2,4/4,255.21944175000002,66,66
322,寂寞沙洲冷,周传雄,1,2,2,4/4,270.8625,60,60
323,寂寞的双手,张可儿,3,2,2,4/4,239.46458333333334,58,58
324,寂寞的季节,陶喆,4,2,2,4/4,206.89054979166667,63,63
325,对嘴,周笔畅,4,2,2,4/4,253.7386617375,68,68
326,小兔子乖乖,儿歌,2,2,2,4/4,116.94387975833334,27,27
327,小宝贝,夏天播放,2,2,2,4/4,186.61383213125,99,99
328,小小,容祖儿,1,3,2,3/4,259.308074025,96,129
329,小小的太阳,孙露,4,2,2,4/4,308.00987845416665,79,79
330,小幸运,田馥甄,2,2,2,4/4,261.5947056333333,84,84
331,小星星,经典名曲,4,2,2,4/4,75.9941316,27,28
332,小毛驴,儿童歌曲,1,2,2,4/4,165.717858625,63,63
333,小燕子,儿童歌曲,1,2,2,4/4,198.52701021250004,64,64
334,小白杨,阎维文,2,2,2,4/4,170.4218613125,42,43
335,小芳,李春波,4,2,2,4/4,273.05287952291667,57,58
336,小苹果,筷子兄弟,3,2,2,4/4,211.23255993125,108,108
337,小草,杨烁,2,2,2,4/4,203.65578052499998,68,68
338,少年锦时,赵雷,1,2,2,4/4,287.28817120208333,107,107
339,尚好的青春,孙燕姿,3,2,2,4/4,258.5950723583333,76,76
340,尽头,赵方婧,3,2,2,4/4,251.86683148333333,94,94
341,山水之间,许嵩,3,2,2,4/4,267.7900824375,88,87
342,岁月神偷,金玟岐,3,2,2,4/4,243.01145833333334,119,119
343,左边,杨丞琳,2,2,2,4/4,267.2920186854167,59,59
344,带我走,杨丞琳,3,2,2,4/4,286.3307492708333,82,82
345,带走,莫艳琳,2,2,2,4/4,252.3953125,83,83
346,平凡之路,朴树,1,2,2,4/4,300.2467235625,104,105
347,幸福的瞬间,许绍洋,2,2,2,4/4,258.43566051458333,76,76
348,幻听,许嵩,2,2,2,4/4,263.69673504166667,53,53
349,广东爱情故事,广东雨神,2,2,2,4/4,205.2421875,53,55
350,庐州月,许嵩,4,2,3,6/8,243.12104390208333,62,62
351,康定情歌,卓依婷,2,2,2,4/4,186.67243637708333,87,87
352,康美之恋,谭晶,4,2,2,4/4,271.3949311,75,75
353,开不了口,周杰伦,2,2,2,4/4,283.0523584,80,80
354,开始懂了,孙燕姿,2,2,2,4/4,269.7865600083333,63,63
355,开开心心每一天,囚鸟,1,2,2,4/4,237.9293255625,121,121
356,异乡人,李健,1,2,2,4/4,224.3607521333333,64,65
357,张三的歌,蔡琴,1,2,2,4/4,279.6448487,88,88
358,弱点,贺敬轩,1,2,2,4/4,217.205444025,47,47
359,当你,林俊杰,1,2,2,4/4,245.70111169999998,69,67
360,当你老了,赵照,2,2,3,6/8,305.4012300375,76,76
361,当我孤独的时候还可以抱着你,郑源,1,2,2,4/4,257.06980910000004,60,60
362,当我想你的时候,汪峰,4,2,2,4/4,265.57853531041667,61,61
363,当爱在靠近,刘若英,1,2,2,4/4,244.41334223333334,67,68
364,很爱很爱你,刘若英,1,2,2,4/4,276.6626707916667,70,70
365,得到你的人却得不到你的心,欢子,3,2,2,4/4,253.59608358124999,56,56
366,微风细雨,邓丽君,1,2,2,4/4,229.89820707500004,101,102
367,心云,林志颖,5,2,2,4/4,224.01777796666667,50,50
368,心如刀割,张学友,3,2,2,4/4,292.2237644375,100,100
369,心愿,四个女生,7,3,2,3/4,155.35752399999998,100,100
370,心痛2009新版,欢子,1,2,2,4/4,264.2584269,59,59
371,心相印手牵手,杨钰莹,1,2,2,4/4,219.11186100208334,75,75
372,心要让你听见,邰正宵,1,2,2,4/4,260.0769946125,67,67
373,心酸,林宥嘉,5,2,2,4/4,247.356048275,87,87
374,忘不了,童安格,2,2,2,4/4,254.32794873958332,82,84
375,忘情水,刘德华,5,2,2,4/4,257.7493715791667,71,71
376,忘记时间,胡歌,4,2,2,4/4,249.6538669583333,64,66
377,忽然之间,莫文蔚,2,2,2,4/4,197.71256436875,52,53
378,忽然好想念,唐古,3,2,2,4/4,242.72236139999998,55,55
379,怀念青春,刘刚,1,2,3,6/8,262.41875,63,63
380,怎么唱情歌,刘惜君,1,2,2,4/4,296.1596400645833,77,77
381,思念天边的你,谢世超,1,2,2,4/4,273.6720748125,73,73
382,思念无期,望海高歌,3,2,2,4/4,303.070672,71,72
383,思慕,郁可唯,4,2,2,4/4,299.98215891666666,88,87
384,恋人心,魏新雨,1,2,2,4/4,201.722197875,67,67
385,恋曲1990,罗大佑,1,2,2,4/4,307.59783722500003,147,147
386,恋爱ing,五月天,1,2,2,4/4,170.46980737500002,133,135
387,恰似你的温柔,蔡琴,3,2,2,4/4,238.200777225,77,77
388,悟,刘德华,1,2,2,4/4,268.7983306666667,77,77
